@relation 'out-weka.filters.unsupervised.attribute.Remove-R1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SVMAttributeEval -X 1 -Y 0 -Z 0 -P 1.0E-14 -T 1.0E-5 -C 0.5 -N 0-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute '0.357rfc+0.356numberOfLinesOfCode+0.35 numberOfMethods+0.344wmc+0.307numberOfPublicMethods...' numeric
@attribute -0.67numberOfAttributes+0.647numberOfPublicAttributes+0.305numberOfPrivateAttributes-0.168numberOfPrivateMethods-0.056rfc... numeric
@attribute -0.361numberOfPublicAttributes+0.342fanIn-0.329numberOfPrivateMethods-0.3numberOfAttributes-0.283numberOfAttributesInherited... numeric
@attribute 0.632numberOfPrivateAttributes+0.531noc-0.387fanOut-0.212cbo+0.209numberOfAttributes... numeric
@attribute -0.517noc-0.382fanIn-0.334numberOfAttributes-0.322numberOfPublicAttributes-0.319cbo... numeric
@attribute -0.454numberOfPublicAttributes+0.393fanOut+0.337numberOfPrivateAttributes-0.33numberOfAttributes-0.327lcom... numeric
@attribute 0.412noc+0.372numberOfAttributesInherited-0.367numberOfMethodsInherited-0.319numberOfPrivateAttributes-0.313numberOfAttributes... numeric
@attribute -0.593fanOut+0.515fanIn+0.369numberOfPrivateMethods-0.265noc+0.202dit... numeric
@attribute '-0.563dit-0.526numberOfMethodsInherited-0.42numberOfAttributesInherited+0.23 numberOfAttributes+0.203numberOfPrivateAttributes...' numeric
@attribute -0.656numberOfAttributesInherited+0.444numberOfMethodsInherited+0.341noc-0.323numberOfPrivateAttributes-0.239fanIn... numeric
@attribute bugs {0,1}

@data
-0.235662,0.053121,1.048946,-0.600129,0.222596,0.101003,-0.176952,-0.149111,1.076175,-0.146899,0
-0.304394,0.405674,0.268675,1.133502,1.013757,0.336991,-0.620561,-0.353623,1.747356,-0.701162,0
-1.459216,-0.056181,0.050718,-0.076882,0.344195,-0.409708,0.047956,0.564752,-0.151292,0.321956,0
-0.841083,0.118078,0.221031,0.352489,0.28966,0.013538,0.028591,0.384714,0.332006,-0.724395,0
-0.241168,0.039581,0.702596,-0.603664,0.058186,-0.260882,0.08648,0.361954,1.167104,0.100575,0
-1.469522,-0.081134,0.237297,-0.147068,0.405652,-0.356005,0.158611,0.565609,0.127768,0.246898,0
-0.655063,0.025265,-0.175275,0.411062,0.583374,-0.037961,-0.345416,0.043488,-0.177148,0.007275,0
-0.532551,-0.016122,0.601169,-0.868136,0.253584,0.035014,0.188733,-0.298874,1.202984,0.18727,0
1.292402,1.154685,0.067195,4.1162,2.379225,0.541197,-2.144427,-0.723193,2.022503,-1.875455,0
-1.446431,-0.100611,-1.368692,0.989591,0.455411,-0.126363,-1.777618,1.318272,-3.854198,1.984185,0
-0.756944,0.085885,0.621713,-0.322997,0.43198,0.154488,-0.067039,-0.269095,1.3349,-0.093786,0
-0.663119,0.100123,-1.594954,1.391549,0.542294,0.441579,-2.670868,0.920717,-4.17279,1.993866,0
-1.469287,-0.039723,-1.325347,0.180869,-0.083117,-0.41626,0.32802,0.401426,-2.68954,-0.706301,0
-0.771716,-0.011092,-0.654034,-0.357796,-0.213985,-0.175076,0.643859,-0.094145,-1.385149,-1.203006,0
-1.057319,-0.038727,0.551761,-0.302661,0.44153,-0.408701,0.066363,0.169397,0.636261,0.31137,0
-1.044066,-0.086809,0.747943,-0.432184,0.453287,-0.271447,0.412826,0.242352,1.273365,0.110472,0
-0.599128,-0.060553,0.161312,-0.252991,0.359582,-0.256276,-0.181678,0.525703,-0.316991,0.706324,0
-0.732094,0.045996,0.2177,0.880567,-1.358419,0.112666,1.321594,-0.187267,-1.708571,-0.558814,1
-0.00543,-0.102948,0.476076,0.199586,-1.059931,0.906231,0.167275,-0.755668,-0.489157,1.387371,1
-0.582977,-0.03623,0.410302,-0.42274,0.444189,-0.456477,0.452339,0.23818,1.391312,0.230592,0
0.469169,0.121296,0.766419,-0.291545,0.262737,0.478111,-0.19299,0.192439,1.248703,-0.309161,1
-1.04642,-0.016478,0.26935,-0.037451,0.253365,-0.193209,0.314159,0.355428,0.21759,-0.462176,0
-0.589676,0.030553,-0.172721,0.34603,0.540026,0.035275,-0.391973,-0.00836,-0.192089,0.002798,0
-0.292077,0.032913,0.430814,0.34748,0.348623,0.479598,0.045557,0.127042,1.140981,0.277745,0
-0.623983,-0.086305,0.957615,-0.272602,0.053493,-0.083964,0.456205,0.097448,1.121294,0.258065,0
0.308161,-0.084107,-0.707208,-0.280529,0.221336,0.704837,-1.727665,-0.135115,-2.4741,1.51812,0
24.604261,-1.086008,-15.467117,0.926342,4.070546,6.922501,6.850107,4.564844,5.102525,2.361639,1
0.345245,0.121381,-0.786733,-0.238276,0.251121,0.238323,-0.508564,0.096914,-0.37169,0.636535,0
-0.076964,0.219088,0.05618,0.547084,0.101861,0.545924,-0.957506,0.382639,-0.184595,-0.467309,0
-1.094149,-0.030371,0.30308,-0.03458,0.060581,-0.118602,0.029299,0.129107,0.031672,0.720934,0
7.044806,0.914316,4.351636,1.156871,-4.997627,1.375883,-1.068809,2.299608,-1.895448,-0.434414,1
-0.256301,0.078135,-0.285063,0.85402,0.748848,0.026983,-0.580564,-0.048398,-0.070453,-0.200179,0
-1.243231,-0.038555,-1.134551,0.198009,0.027537,-0.58017,0.471614,0.270611,-2.457601,-0.801434,0
-0.868346,0.035365,0.594446,-0.398073,0.306767,-0.569271,0.302589,0.203638,1.35412,0.125384,0
-1.086566,-0.011384,0.85517,-0.458092,0.261906,-0.331464,0.247519,0.250457,1.254853,0.022181,0
4.138476,-0.825237,-2.750277,-0.036914,1.908799,2.431199,1.935398,1.811352,2.046439,1.021459,1
-0.939007,0.189749,0.349228,0.436302,0.610108,0.089342,-0.29348,0.153655,1.072502,-0.219037,0
-1.094319,-0.025548,0.018717,0.051223,0.391962,-0.167805,-0.128747,0.294026,-0.310899,0.17805,0
-0.48182,0.022661,-0.837671,-0.677819,-0.268268,0.078595,0.459271,-0.681585,-1.591247,-1.091277,0
-1.24985,-0.053829,0.652764,-0.015666,0.178302,-0.240919,0.346129,0.148746,0.649721,0.49151,1
-1.127597,0.094746,-1.469799,1.4252,0.64376,0.174256,-1.927232,1.021617,-3.312117,1.432182,0
-1.235038,-0.042001,0.837108,0.270692,0.002799,-0.278149,0.755504,-0.020557,0.838541,0.523409,0
1.375957,-0.337635,-0.937953,-0.970269,0.436037,0.792667,0.863406,0.697546,1.799223,0.72646,0
-0.766395,-0.103414,-1.038132,0.160421,0.308512,0.190352,-1.919958,0.331344,-3.170949,2.262215,0
0.560212,0.197553,-0.680712,0.041407,-1.289646,0.019569,0.847951,-1.044718,-1.70348,-0.32194,1
-0.920782,0.110498,1.500527,1.463591,-1.061368,0.142424,1.494543,-0.634294,1.136119,0.9983,0
2.317326,-0.490757,0.202516,1.513911,0.89597,0.72152,1.930473,0.374803,1.432199,1.075185,0
-0.943803,-0.160971,1.186838,0.172996,-0.335521,-0.238769,0.575321,0.075042,1.188322,0.276461,0
0.547849,0.638632,-0.327214,1.683937,1.151086,1.235207,-1.467995,-0.597975,1.376328,-0.840902,0
-0.497719,0.093879,0.922443,-0.490218,0.109201,-0.555472,0.068416,0.230678,1.19322,-0.028664,0
-0.773487,0.020261,0.198381,0.129742,0.388319,-0.055399,-0.230499,0.141505,0.113597,-0.040483,0
-0.221088,0.116371,-0.259871,0.505664,-1.664709,0.518853,0.898577,-0.518283,-2.230141,-0.303775,0
-0.646307,-0.024167,-1.432842,-0.237592,-0.167833,-0.095744,0.281551,-0.083324,-2.712864,-0.595892,0
-1.102995,0.055864,0.250179,0.07608,0.500766,-0.041762,-0.189676,0.231879,0.499565,0.11188,0
0.314302,1.190325,-1.194045,-0.098282,-1.392904,-1.601905,-1.116718,-0.087997,2.415565,-0.086592,0
0.027005,-0.024861,-0.168953,-0.661306,-0.117911,1.072779,-0.488902,-0.743445,-0.304268,0.841136,0
-1.342128,-0.102639,-0.217794,-0.002544,0.382567,-0.234251,-0.303856,0.633466,-0.946965,0.705314,0
-0.229051,0.142474,0.236333,1.113706,-2.287437,0.708712,1.236577,-0.525703,-2.348036,-0.10197,0
-0.366383,-0.620881,0.590063,0.029119,-0.159261,-0.296006,0.042574,-0.283588,1.419029,0.072967,1
-0.357726,0.00761,-1.181882,-0.565136,-0.246712,0.078159,0.326203,-0.477344,-2.202548,-0.797076,0
0.317669,-0.655974,1.320078,-0.331687,-0.307001,-0.54953,-0.353931,0.646766,1.103888,-0.409499,0
-0.680964,-0.089457,0.116087,-0.60306,0.166926,0.242062,-0.554473,-0.08972,-0.343288,0.671848,0
1.228808,0.184269,0.45876,-0.523057,0.049538,-0.899466,0.011835,0.331738,0.450992,0.182026,0
-0.838426,-0.026317,0.35148,0.029372,0.418443,-0.347984,0.314667,0.228549,0.143671,-0.443757,0
0.115361,0.065083,-0.840904,0.07201,-0.093702,0.163708,-1.805182,0.557518,-2.723425,1.445517,0
4.371396,-4.270281,-3.728175,0.780214,-5.252564,-4.975091,-3.13909,0.401602,4.074093,-0.824865,1
-1.058814,-0.023433,0.711565,-0.520492,0.359936,-0.290093,0.266246,0.015741,1.246181,0.131612,0
-0.834329,-0.016896,-0.198305,-0.348226,0.154389,-0.336958,0.017772,0.253645,-0.213257,0.267046,1
2.325894,-0.216522,0.145493,-2.0551,0.050044,1.034025,-0.005957,-1.348888,0.786852,0.562011,0
-0.931023,0.160954,0.5527,-0.408312,0.061878,-0.74982,0.123877,0.167759,1.410283,0.078056,0
0.286964,0.037667,0.525485,0.102394,0.196515,0.406123,-0.24033,-0.432692,0.722888,0.093723,0
5.130923,-1.406129,-0.89876,-1.034279,0.329604,0.780457,0.665203,-0.205401,1.049907,1.178961,1
-1.317812,-0.075944,-0.981138,-0.074321,-0.037886,-0.226186,0.584333,0.105259,-2.184541,-1.024023,0
-1.423591,0.012732,-0.837769,0.000981,-0.09858,-0.603258,0.81227,0.085613,-1.384075,-1.155932,0
-0.521999,0.512093,0.066003,0.890446,0.68946,0.589259,-0.702819,-0.445801,1.955785,-0.752051,0
-0.222123,-0.05467,0.027783,-0.121691,0.757539,0.084085,0.404985,0.215696,0.955047,0.297123,1
0.15302,-0.214924,0.86921,0.089949,-0.831263,0.400983,0.080086,-0.454381,0.042842,0.905819,0
-0.308815,-0.065223,0.517683,-0.033239,0.574714,-0.134801,-0.013976,0.074216,0.902462,-0.071325,0
-0.496408,0.049073,-0.217404,0.679835,0.682936,-0.053789,-0.436282,0.055699,-0.11626,-0.103048,0
5.39437,0.001186,3.06141,-1.080068,-3.427852,2.40814,-2.564837,1.189658,-0.324553,-1.674181,1
-0.140445,0.132133,0.923646,0.486638,-0.078732,0.307444,0.303104,-0.265014,1.276685,0.08667,0
-1.269462,-0.078183,-0.946081,-0.082576,-0.021858,-0.199297,0.498858,0.049431,-2.076691,-0.829756,0
-0.956582,0.001401,-0.044114,0.267706,0.462,-0.122351,-0.232462,0.250263,-0.222118,0.057339,0
-1.398459,-0.045285,-0.408811,0.441036,0.396791,-0.188062,-0.747443,0.865519,-1.459813,0.887078,0
-1.294186,-0.161561,0.654847,-0.332274,0.495679,-0.368231,0.431344,0.211107,1.349635,0.129741,0
-1.202455,-0.535747,-0.37623,0.118265,-0.58337,-0.683361,1.625322,-0.744315,-0.266195,-2.136056,0
2.326033,0.694001,0.540667,-0.628099,-3.014052,0.108039,0.12715,-0.266811,-0.785517,-1.508793,0
-0.531866,-0.129624,-0.210831,-0.565471,0.226504,0.434536,-0.547274,0.125245,-0.73422,0.820906,0
-1.283618,-0.045168,-1.281362,0.263695,0.02409,-0.577468,0.396601,0.400017,-2.778563,-0.73541,0
-1.246455,0.019964,-0.908783,0.103346,0.007279,-0.258567,0.580743,0.006909,-1.666982,-1.208471,0
1.993004,0.555063,-0.813787,2.190891,1.814272,1.812285,-0.995523,-0.371408,2.270081,-1.065854,0
-0.959846,-0.033136,0.330799,-0.463312,0.257798,-0.079224,-0.217993,0.0648,0.298124,0.514136,0
-1.305859,-0.097359,0.683262,-0.352546,0.528422,-0.336314,0.462558,0.220076,1.327309,0.140603,0
-0.400034,0.037009,-0.512126,-0.317591,-0.286511,-0.812951,-0.299431,0.197504,-0.033047,0.242771,1
2.87886,0.260417,0.308913,0.382383,1.46667,0.751978,-1.415423,-1.474984,0.001503,0.072982,0
0.987715,0.028462,-0.670397,-0.851825,-0.458381,0.175682,0.425331,-0.138824,-1.703604,-1.020139,1
-0.053469,-0.217604,-0.040535,-1.134402,0.116007,0.820476,-0.049197,-0.286017,0.440046,0.314158,1
8.30049,-0.15019,-4.490154,0.443653,1.989617,4.560055,0.85734,0.657347,3.09478,0.488476,1
0.748553,0.016853,-0.787358,1.481795,0.8458,0.283916,-1.285943,-0.19037,-0.546981,-0.276364,0
1.863641,-6.636417,-3.079346,1.062637,-3.472307,-3.332822,-2.54124,-1.477412,2.988642,-1.693888,1
-0.044101,0.167429,-0.26192,0.89668,0.557926,0.341751,-0.851364,0.003963,-0.034996,-0.392806,0
-1.056672,0.031386,0.63311,0.007501,0.561662,-0.189753,0.108924,0.075157,1.393058,-0.095972,0
-0.069903,0.797683,-0.358596,2.333903,1.229256,1.006318,-1.067256,-0.047624,2.327956,-1.302341,0
-0.340951,0.120321,-0.309013,0.536984,-0.756796,0.018097,-1.137666,0.556581,-2.300734,1.734343,1
-1.357029,-0.066842,-0.95098,1.084009,0.185823,-0.067303,-1.261058,1.008629,-3.154604,1.830098,0
-0.629982,-0.082805,1.007933,-0.142052,0.861631,-0.778938,0.187574,-0.04961,0.820339,0.288859,0
2.607138,0.773779,-1.600111,1.55403,1.14376,3.21425,-1.551678,-0.898908,2.550843,-1.155197,1
-0.653846,0.099228,-0.465474,0.715106,-1.228834,-0.915772,1.174417,-0.643773,-0.711344,-0.707754,0
-0.072609,-0.00699,-0.289287,0.474955,0.556314,0.170155,-0.690431,-0.198428,-0.298629,-0.01104,0
0.016023,-0.085459,0.444766,-0.263011,-0.253034,0.673896,0.581599,-0.415838,1.330806,0.513902,0
-0.74449,0.254549,0.287964,0.611941,0.677378,0.184176,-0.436861,0.037647,1.059103,-0.344449,0
-0.839313,-0.099659,1.047601,-0.114298,0.173349,-0.368846,0.473845,-0.003695,1.155088,0.209096,0
-1.056315,0.090056,-1.557679,1.459301,0.650339,0.225858,-2.151148,0.995874,-3.606941,1.656823,0
-1.033412,-0.026634,0.324715,0.474247,-0.464446,0.10588,0.681908,-0.206153,-0.376884,0.767382,1
-1.245443,0.045103,0.581351,0.197767,0.134032,-0.225991,0.282775,0.221851,0.841919,0.278759,0
-1.226794,0.045695,-1.148665,0.138439,-0.073724,-0.256832,0.422189,0.076443,-2.054735,-1.118489,0
-0.253194,-0.072924,0.210845,0.185814,0.973547,0.218768,0.347463,0.251855,1.555926,-0.000359,1
-0.919335,-0.130949,0.459966,0.407328,-0.28805,-0.161135,0.221796,0.397773,-0.494516,0.597304,0
0.063838,0.629222,-0.124811,1.652856,1.075167,0.857343,-1.318888,-0.466081,1.338999,-0.821688,0
-1.149488,0.101787,-0.553436,-0.263112,-0.249193,-0.634625,0.881587,-0.150404,-0.634415,-1.37279,0
-0.773445,0.026673,0.564962,-0.379352,0.393234,-0.633869,0.357335,0.149806,1.342985,0.165468,0
-1.469442,-0.085069,0.194684,-0.108285,0.418111,-0.349143,0.05712,0.594328,0.00452,0.379506,1
-0.205577,0.168152,-0.670077,-0.022368,-0.784946,-1.056829,-0.202121,0.046944,0.08532,0.449098,1
0.126471,-0.105176,0.798097,-0.948019,0.412303,0.066801,-0.146861,-0.753748,0.836844,0.275566,0
-0.934946,0.072465,-0.08282,-0.411772,-0.070978,-0.334639,0.111486,0.06221,-0.14456,-0.243042,1
0.202992,0.054967,-0.590574,-0.591222,-0.601962,0.285293,0.495761,-0.8381,-1.701932,-0.797264,0
0.93779,0.186666,0.206413,-0.118258,-0.737115,-0.118358,-1.074296,0.749388,-1.640602,1.031391,1
-1.211589,-0.33297,0.77911,-0.009943,0.049491,-0.447481,0.456416,0.012567,1.351696,0.216123,0
-1.464813,-0.036941,-0.484618,0.911585,-0.670503,-0.221869,1.346553,-0.19974,-1.889347,-0.414429,0
-1.189687,-0.023007,0.17226,-0.00213,0.475229,-0.156275,-0.192354,0.362622,0.130146,0.435942,0
-1.26806,-0.057515,0.466378,-0.356381,0.29127,-0.305503,0.443293,0.19814,0.619806,-0.21615,0
-0.798122,-0.099688,-0.093542,-0.472941,0.164176,0.20624,-0.608542,0.109989,-0.74434,0.751363,0
-0.562697,-0.041935,0.809075,0.109621,0.750945,-0.4619,0.072268,-0.080867,1.28194,-0.126074,0
-1.245852,-0.028494,0.672168,-0.132157,0.444749,-0.260825,0.124772,0.242936,1.211456,0.086545,0
-0.406883,0.386242,-0.005782,-0.539864,-0.20122,-0.602084,-0.261202,-0.28335,1.513982,0.175816,1
-1.041668,-0.033966,0.872841,-0.575454,0.241634,-0.13973,0.209384,0.152373,1.218444,0.024179,0
4.210775,0.775199,-3.154101,3.532848,2.346658,3.705948,-1.010654,0.340545,3.520961,-1.37698,0
-0.632539,-0.022447,-0.575849,-0.397161,-0.011633,-0.240806,0.634528,-0.47181,-1.49386,-1.169357,1
-1.092235,0.11506,0.185006,0.332989,0.583793,-0.011697,-0.265351,0.267981,0.584258,0.005681,0
-0.782686,0.035927,0.280887,0.23403,0.475908,-0.260174,0.203264,0.206812,0.217876,-0.547742,0
0.867203,0.565541,-0.765128,-0.614213,-0.62922,-1.381926,-0.239946,-0.203774,0.18647,0.046166,0
-1.337706,-0.015227,0.022559,-0.222212,0.230328,-0.363662,0.078605,0.414542,-0.021048,0.175206,0
-0.464465,0.239747,1.059208,1.320029,0.057406,-0.003779,0.539003,-0.381886,1.340222,0.174079,0
-1.349914,-0.066877,0.559794,-0.257423,0.394739,-0.328091,0.145656,0.40019,0.694231,0.288477,0
-0.230869,-0.08539,0.200194,-0.829342,0.24574,0.098934,0.18647,-0.336909,0.368876,0.165782,1
-1.16574,-0.050445,0.898145,-0.384822,0.397033,-0.370629,0.321582,0.251395,1.23518,0.035706,0
-1.335542,0.02126,0.307947,-0.22827,0.229783,-0.513243,0.134037,0.478911,0.594796,0.183706,0
-0.203536,0.006419,-1.371262,-0.731796,-0.348977,0.257882,0.424772,-0.526878,-2.212349,-0.793863,1
-0.42437,-0.112193,-0.476876,0.42734,0.427758,0.097722,-0.745385,0.045029,-0.799518,0.214543,0
-1.385198,-0.072406,0.52445,-0.242895,0.441802,-0.352118,0.171786,0.356236,0.704899,0.313868,0
-1.028482,-0.070764,-1.174838,0.437065,-0.016178,-0.634465,0.218459,0.259074,-2.242129,-0.907427,0
-0.683519,0.022752,-0.144927,0.458304,0.597524,-0.084647,-0.334343,0.096237,-0.177214,-0.006129,0
-0.768085,-0.02637,1.583596,1.428861,-1.479691,0.235401,1.666598,-0.936168,0.97013,1.302875,0
-0.437886,0.062547,-0.196609,0.558406,0.563393,0.106639,-0.548816,-0.010523,-0.136299,-0.13145,0
-0.715987,-0.021478,0.796742,0.312493,-0.257423,-0.148554,0.326068,-0.005291,-0.182503,0.425273,0
-1.444685,-0.061782,-0.66593,0.345608,-0.239397,-0.33001,0.877681,0.158743,-1.884973,-0.808769,0
-1.238024,-0.084866,-1.096053,-0.029351,-0.017631,-0.345852,0.520052,0.088066,-2.180859,-0.87255,0
-0.271469,0.236173,-0.889556,-0.334549,-0.220649,-0.016847,0.49354,-0.696323,-0.616583,-1.373736,0
6.931136,7.523116,-13.330711,0.064144,-11.408975,-16.023197,-4.348344,0.262319,8.661129,2.085258,1
-0.963016,0.021399,0.741135,-0.366358,0.353946,-0.079816,0.158557,0.099409,1.304995,-0.039313,1
-0.922569,-0.084558,0.401939,0.142442,0.219505,-0.077619,0.263938,0.139801,0.542217,0.306521,0
0.390983,0.490593,3.419123,5.512378,-6.404812,2.149318,3.996947,-2.019611,-0.769567,3.415269,0
-0.172858,0.145465,0.03359,0.670555,0.543029,0.207769,-0.652033,-0.051003,0.260962,-0.361923,0
-1.451925,-0.092197,-1.112247,0.129026,0.020455,-0.30483,0.400554,0.297402,-2.505794,-0.706373,0
-1.114001,-0.055014,-0.104345,0.303552,0.086266,-0.188096,-0.388956,0.368364,-1.143309,1.119449,0
0.949307,0.095252,-0.121097,-1.491473,-0.143054,1.078346,-0.558306,-1.108161,0.590679,0.263205,0
-0.651734,0.037178,0.707239,-0.467921,0.287877,-0.614831,0.15508,-0.039313,1.25895,0.097845,0
-1.057018,-0.069627,1.004899,0.463825,-0.470176,-0.090369,0.822317,-0.083199,0.781441,0.614202,0
-1.316361,-0.146898,0.132397,-0.052459,0.320691,-0.383818,-0.022823,0.740738,-0.312605,0.267398,0
0.221599,0.198524,-1.750242,-0.596994,-0.466578,-0.408261,0.441898,-0.449881,-1.99027,-0.616775,0
-0.870624,0.003113,0.346604,-0.350324,0.43273,0.011263,-0.081468,-0.073146,0.502253,0.128374,0
-1.35805,-0.059431,-1.181336,0.074788,-0.049295,-0.309171,0.35817,0.244489,-2.486718,-0.691464,0
-0.807047,0.24754,0.260549,0.627424,0.724411,0.175644,-0.444396,0.011247,1.091737,-0.271526,0
1.251186,0.125621,-0.944168,0.262927,-1.420188,0.052249,1.097742,-1.301718,-2.187914,0.084546,1
-0.484317,-0.051785,0.223176,-0.850108,0.205456,0.339951,-0.300939,-0.340593,0.20961,0.601514,0
-0.352875,-0.02626,0.69983,-0.638884,0.27391,0.223448,0.014842,-0.14328,1.222256,-0.010464,0
0.150032,-0.356842,0.426221,-0.281942,-0.000796,-0.331038,-0.554132,0.572787,-0.675293,0.150271,0
-0.519963,0.109071,-1.184488,-0.243416,-0.674243,0.002236,0.41613,-0.521443,-2.031286,-0.545809,0
1.028815,-0.378616,0.391855,0.429659,0.081634,0.222701,0.373379,-0.042813,0.694304,0.533452,0
6.752979,-5.924818,-1.663667,-0.234168,-2.670455,-0.945556,-3.172694,-1.58664,2.466675,-0.990161,1
2.113235,0.765786,-1.347588,1.8374,1.360668,1.272758,-0.85043,-0.245289,1.148093,-0.555608,1
-0.25843,0.183268,1.691888,0.720239,-1.464718,0.124008,0.967776,-0.256775,0.987534,0.704182,0
-0.853561,0.007303,0.13494,0.195963,0.492182,-0.14584,-0.144564,0.119921,0.141124,0.005864,0
-0.850841,0.014483,-0.214684,-0.332141,0.132039,-0.3245,0.061853,0.058314,-0.348763,0.111639,0
-0.486891,-0.103474,-0.879921,0.302048,-0.006424,0.368119,-1.518979,0.265673,-3.440995,1.993515,1
-0.413119,0.0221,-0.167041,-0.305111,-0.473248,-0.305936,1.392174,-0.479826,-0.240628,-1.47071,1
0.755683,0.015899,-0.382413,-0.676048,0.385658,0.551219,0.281975,-0.523988,0.151014,-0.025115,1
8.691855,-0.246341,0.527078,0.167922,-2.20124,1.163808,5.193922,0.061268,-0.312456,2.122061,0
1.494488,-0.10535,-0.182427,-0.688997,-0.154602,0.73036,-1.208917,-0.775155,-2.03673,1.46525,0
-0.830241,0.069947,0.608347,0.025792,0.522053,-0.152766,-0.061891,0.185428,0.911422,-0.078303,0
3.785863,0.298942,-0.496734,-0.964025,0.019514,2.122098,-1.150038,-0.994938,0.54917,-0.246023,1
-0.463817,-0.18137,-0.797037,-0.098916,0.409433,0.311829,-1.14582,0.329681,-2.274724,1.60315,0
-1.435673,-0.052295,-0.462587,0.470856,0.447029,-0.209515,-0.757511,0.830035,-1.501042,0.956255,0
-0.944579,-0.09456,-0.988212,0.155971,-0.296775,-0.230119,0.669723,-0.183121,-2.250457,-0.686696,0
0.475146,-0.602398,-3.075884,3.770367,-3.873707,-3.015539,-1.082928,-1.560578,3.097253,-1.392536,1
1.731925,0.044756,-0.515169,-0.562166,0.183721,0.32875,-0.031361,-0.267043,1.642634,0.179976,1
-0.592845,-0.089856,0.17272,-0.737636,0.252934,0.074307,0.196913,-0.114194,0.869596,0.234013,0
-0.376088,0.001331,-0.184166,0.31584,0.564144,0.117681,-0.388961,0.016897,-0.207264,0.014969,0
-0.33026,-0.197072,0.576342,-0.417018,0.033359,-0.026195,0.260261,-0.419465,0.645433,0.341689,1
-0.132212,-0.015353,0.387652,-1.194249,0.081498,0.466832,-0.008707,-0.59166,1.139031,0.207827,0
0.587932,0.245073,-0.338827,0.045087,0.455824,1.079853,-0.733251,-0.674392,1.152806,-0.293443,0
-0.721098,-0.201918,0.396536,-0.714864,0.151542,0.07926,-0.185298,-0.273964,0.616996,0.264053,0
-0.809551,0.116134,0.541831,-0.21579,-0.129182,-0.42453,0.253547,-0.058463,0.928106,0.32486,0
-0.45859,-0.120391,0.157521,-0.157879,0.644928,0.374252,0.09176,0.1486,1.083939,0.088802,0
1.242051,-0.105861,-0.154149,-1.066815,0.520544,0.092551,0.562852,-0.147108,0.384057,0.873653,1
-0.984256,0.335172,0.166061,-0.346173,-0.198871,-1.137455,0.06008,0.20819,1.638308,0.137951,0
-0.671125,0.069747,0.726493,-0.507055,-0.193582,-0.032214,0.303305,-0.243477,1.246319,0.285571,1
1.018355,0.099906,-0.951567,0.901525,1.144472,1.38334,-0.084914,0.469253,1.729756,-0.315679,0
-0.524336,0.034422,0.006811,0.290388,0.586596,-0.002629,-0.303624,-0.149109,0.174666,-0.046588,0
-1.398382,-0.056222,-0.358739,-0.230289,0.026774,-0.380522,1.074535,-0.103312,-0.718157,-1.378067,0
2.978159,0.046686,-1.555681,0.141573,-0.905887,-0.036619,2.535899,-0.49846,-2.423393,0.487769,0
-0.770346,0.008762,1.345946,0.343033,-0.40717,-0.084332,0.839696,-0.281026,1.060297,0.533653,0
-1.300428,-0.084607,-1.196096,1.249411,0.221195,0.006936,-1.797771,1.057031,-3.892999,2.436348,0
-0.910327,-0.062007,0.326917,-0.559824,0.301569,0.070022,-0.230434,-0.087723,0.260756,0.542138,0
-0.36081,-0.18614,-0.369858,-0.358666,-0.567549,-1.31486,-0.144099,0.072076,1.882238,0.165362,0
1.012115,0.220145,-0.584398,-0.283405,-0.041955,-0.737475,-0.971335,0.311687,-1.421756,1.241371,1
-0.781543,0.031845,-0.857008,-0.369465,-0.166504,-0.284098,0.5795,-0.270856,-1.433074,-0.950747,0
-1.338714,-0.032609,-0.239357,0.127478,0.435003,-0.203386,-0.089491,0.449357,-0.627603,0.170241,1
-0.585381,-0.444249,0.893554,0.126219,0.261031,-0.7607,0.380972,-0.130741,1.145105,0.279691,0
-1.344469,-0.061079,0.762093,-0.383914,0.433942,-0.352225,0.39503,0.208296,1.299944,0.094556,0
-0.923557,-0.055055,0.49941,-0.564175,0.327803,-0.081772,0.103292,-0.065623,0.612907,0.155982,0
-1.333009,-0.090763,-1.093945,0.069963,0.062726,-0.337953,0.536378,0.110023,-2.455389,-0.896581,0
34.813406,-0.258712,12.056836,0.738309,8.377607,-8.992341,1.785014,0.678102,-7.933141,-1.961147,1
-1.206111,-0.027201,0.663246,-0.325385,0.324278,-0.411011,0.255693,0.382185,0.931762,0.077161,0
-0.464446,-0.100044,-0.758447,-0.606672,-0.023397,0.050353,1.137126,-0.246824,-0.707148,-1.196168,0
9.88864,0.450668,-5.203733,2.282872,2.714742,2.314181,1.55713,1.659309,3.468211,0.116752,1
-0.928241,-0.085242,1.01287,0.536174,-0.690952,-0.059292,0.636485,0.298719,0.357069,0.527083,0
-1.350924,-0.046716,-0.417978,0.397761,0.433052,-0.175113,-0.733144,0.747702,-1.426724,0.883314,0
-0.721286,-0.021228,1.095224,-0.290087,0.09781,-0.155389,0.370912,-0.13337,1.09491,0.20162,0
-1.235387,0.020396,0.541118,0.227772,0.073503,-0.117746,0.209868,0.428414,0.45648,0.24045,0
